title,line number,line,itemized,itemized_no_punc,annotated,annotated_no_punc
Sonnet V,0,"Those hours, that with gentle work did frame","('those', 'hours', ',', 'that', 'with', 'gentle', 'work', 'did', 'frame')","('those', 'hours', '', 'that', 'with', 'gentle', 'work', 'did', 'frame')","(('those', 1), ('hours', 2), (',', 0), ('that', 1), ('with', 1), ('gentle', 2), ('work', 1), ('did', 1), ('frame', 1))","(('those', 1), ('hours', 2), ('', None), ('that', 1), ('with', 1), ('gentle', 2), ('work', 1), ('did', 1), ('frame', 1))"
Sonnet V,1,"The lovely gaze where every eye doth dwell,","('the', 'lovely', 'gaze', 'where', 'every', 'eye', 'doth', 'dwell', ',')","('the', 'lovely', 'gaze', 'where', 'every', 'eye', 'doth', 'dwell', '')","(('the', 1), ('lovely', 2), ('gaze', 1), ('where', 1), ('every', 3), ('eye', 1), ('doth', 1), ('dwell', 1), (',', 0))","(('the', 1), ('lovely', 2), ('gaze', 1), ('where', 1), ('every', 3), ('eye', 1), ('doth', 1), ('dwell', 1), ('', None))"
Sonnet V,2,Will play the tyrants to the very same,"('will', 'play', 'the', 'tyrants', 'to', 'the', 'very', 'same')","('will', 'play', 'the', 'tyrants', 'to', 'the', 'very', 'same')","(('will', 1), ('play', 1), ('the', 1), ('tyrants', 2), ('to', 1), ('the', 1), ('very', 2), ('same', 1))","(('will', 1), ('play', 1), ('the', 1), ('tyrants', 2), ('to', 1), ('the', 1), ('very', 2), ('same', 1))"
Sonnet V,3,And that unfair which fairly doth excel:,"('and', 'that', 'unfair', 'which', 'fairly', 'doth', 'excel', ':')","('and', 'that', 'unfair', 'which', 'fairly', 'doth', 'excel', '')","(('and', 1), ('that', 1), ('unfair', 2), ('which', 1), ('fairly', 2), ('doth', 1), ('excel', 2), (':', None))","(('and', 1), ('that', 1), ('unfair', 2), ('which', 1), ('fairly', 2), ('doth', 1), ('excel', 2), ('', None))"
Sonnet V,4,For never-resting time leads summer on,"('for', 'never', '-', 'resting', 'time', 'leads', 'summer', 'on')","('for', 'never', 'resting', 'time', 'leads', 'summer', 'on')","(('for', 1), ('never', 2), ('-', 0), ('resting', 2), ('time', 1), ('leads', 1), ('summer', 2), ('on', 1))","(('for', 1), ('never', 2), ('resting', 2), ('time', 1), ('leads', 1), ('summer', 2), ('on', 1))"
Sonnet V,5,To hideous winter and confounds him there;,"('to', 'hideous', 'winter', 'and', 'confounds', 'him', 'there', ';')","('to', 'hideous', 'winter', 'and', 'confounds', 'him', 'there;')","(('to', 1), ('hideous', 3), ('winter', 2), ('and', 1), ('confounds', 2), ('him', 1), ('there', 1), (';', 0))","(('to', 1), ('hideous', 3), ('winter', 2), ('and', 1), ('confounds', 2), ('him', 1), ('there;', None))"
Sonnet V,6,"Sap cheque'd with frost and lusty leaves quite gone,","('sap', ""cheque'd"", 'with', 'frost', 'and', 'lusty', 'leaves', 'quite', 'gone', ',')","('sap', ""cheque'd"", 'with', 'frost', 'and', 'lusty', 'leaves', 'quite', 'gone', '')","(('sap', 1), (""cheque'd"", None), ('with', 1), ('frost', 1), ('and', 1), ('lusty', 2), ('leaves', 1), ('quite', 1), ('gone', 1), (',', 0))","(('sap', 1), (""cheque'd"", None), ('with', 1), ('frost', 1), ('and', 1), ('lusty', 2), ('leaves', 1), ('quite', 1), ('gone', 1), ('', None))"
Sonnet V,7,Beauty o'ersnow'd and bareness every where:,"('beauty', ""o'ersnow'd"", 'and', 'bareness', 'every', 'where', ':')","('beauty', ""o'ersnow'd"", 'and', 'bareness', 'every', 'where', '')","(('beauty', 2), (""o'ersnow'd"", None), ('and', 1), ('bareness', None), ('every', 3), ('where', 1), (':', None))","(('beauty', 2), (""o'ersnow'd"", None), ('and', 1), ('bareness', None), ('every', 3), ('where', 1), ('', None))"
Sonnet V,8,"Then, were not summer's distillation left,","('then', ',', 'were', 'not', ""summer's"", 'distillation', 'left', ',')","('then', '', 'were', 'not', ""summer's"", 'distillation', 'left', '')","(('then', 1), (',', 0), ('were', 1), ('not', 1), (""summer's"", 2), ('distillation', 4), ('left', 1), (',', 0))","(('then', 1), ('', None), ('were', 1), ('not', 1), (""summer's"", 2), ('distillation', 4), ('left', 1), ('', None))"
Sonnet V,9,"A liquid prisoner pent in walls of glass,","('a', 'liquid', 'prisoner', 'pent', 'in', 'walls', 'of', 'glass', ',')","('a', 'liquid', 'prisoner', 'pent', 'in', 'walls', 'of', 'glass', '')","(('a', 1), ('liquid', 2), ('prisoner', 3), ('pent', 1), ('in', 1), ('walls', 1), ('of', 1), ('glass', 1), (',', 0))","(('a', 1), ('liquid', 2), ('prisoner', 3), ('pent', 1), ('in', 1), ('walls', 1), ('of', 1), ('glass', 1), ('', None))"
Sonnet V,10,"Beauty's effect with beauty were bereft,","(""beauty's"", 'effect', 'with', 'beauty', 'were', 'bereft', ',')","(""beauty's"", 'effect', 'with', 'beauty', 'were', 'bereft', '')","((""beauty's"", None), ('effect', 2), ('with', 1), ('beauty', 2), ('were', 1), ('bereft', 2), (',', 0))","((""beauty's"", None), ('effect', 2), ('with', 1), ('beauty', 2), ('were', 1), ('bereft', 2), ('', None))"
Sonnet V,11,Nor it nor no remembrance what it was:,"('nor', 'it', 'nor', 'no', 'remembrance', 'what', 'it', 'was', ':')","('nor', 'it', 'nor', 'no', 'remembrance', 'what', 'it', 'was', '')","(('nor', 1), ('it', 1), ('nor', 1), ('no', 1), ('remembrance', 3), ('what', 1), ('it', 1), ('was', 1), (':', None))","(('nor', 1), ('it', 1), ('nor', 1), ('no', 1), ('remembrance', 3), ('what', 1), ('it', 1), ('was', 1), ('', None))"
Sonnet V,12,"  But flowers distill'd though they with winter meet,","('but', 'flowers', ""distill'd"", 'though', 'they', 'with', 'winter', 'meet', ',')","('', '', 'but', 'flowers', ""distill'd"", 'though', 'they', 'with', 'winter', 'meet', '')","(('but', 1), ('flowers', 2), (""distill'd"", None), ('though', 1), ('they', 1), ('with', 1), ('winter', 2), ('meet', 1), (',', 0))","(('', None), ('', None), ('but', 1), ('flowers', 2), (""distill'd"", None), ('though', 1), ('they', 1), ('with', 1), ('winter', 2), ('meet', 1), ('', None))"
Sonnet V,13,  Leese but their show; their substance still lives sweet.,"('leese', 'but', 'their', 'show', ';', 'their', 'substance', 'still', 'lives', 'sweet', '.')","('', '', 'leese', 'but', 'their', 'show;', 'their', 'substance', 'still', 'lives', 'sweet', '')","(('leese', 1), ('but', 1), ('their', 1), ('show', 1), (';', 0), ('their', 1), ('substance', 2), ('still', 1), ('lives', 1), ('sweet', 1), ('.', 0))","(('', None), ('', None), ('leese', 1), ('but', 1), ('their', 1), ('show;', None), ('their', 1), ('substance', 2), ('still', 1), ('lives', 1), ('sweet', 1), ('', None))"
Sonnet VI,0,Then let not winter's ragged hand deface,"('then', 'let', 'not', ""winter's"", 'ragged', 'hand', 'deface')","('then', 'let', 'not', ""winter's"", 'ragged', 'hand', 'deface')","(('then', 1), ('let', 1), ('not', 1), (""winter's"", 2), ('ragged', 2), ('hand', 1), ('deface', 2))","(('then', 1), ('let', 1), ('not', 1), (""winter's"", 2), ('ragged', 2), ('hand', 1), ('deface', 2))"
Sonnet VI,1,"In thee thy summer, ere thou be distill'd:","('in', 'thee', 'thy', 'summer', ',', 'ere', 'thou', 'be', ""distill'd"", ':')","('in', 'thee', 'thy', 'summer', '', 'ere', 'thou', 'be', ""distill'd"", '')","(('in', 1), ('thee', 1), ('thy', 1), ('summer', 2), (',', 0), ('ere', 1), ('thou', 1), ('be', 1), (""distill'd"", None), (':', None))","(('in', 1), ('thee', 1), ('thy', 1), ('summer', 2), ('', None), ('ere', 1), ('thou', 1), ('be', 1), (""distill'd"", None), ('', None))"
Sonnet VI,2,Make sweet some vial; treasure thou some place,"('make', 'sweet', 'some', 'vial', ';', 'treasure', 'thou', 'some', 'place')","('make', 'sweet', 'some', 'vial;', 'treasure', 'thou', 'some', 'place')","(('make', 1), ('sweet', 1), ('some', 1), ('vial', 2), (';', 0), ('treasure', 2), ('thou', 1), ('some', 1), ('place', 1))","(('make', 1), ('sweet', 1), ('some', 1), ('vial;', None), ('treasure', 2), ('thou', 1), ('some', 1), ('place', 1))"
Sonnet VI,3,"With beauty's treasure, ere it be self-kill'd.","('with', ""beauty's"", 'treasure', ',', 'ere', 'it', 'be', 'self', '-', ""kill'd"", '.')","('with', ""beauty's"", 'treasure', '', 'ere', 'it', 'be', 'self', ""kill'd"", '')","(('with', 1), (""beauty's"", None), ('treasure', 2), (',', 0), ('ere', 1), ('it', 1), ('be', 1), ('self', 1), ('-', 0), (""kill'd"", None), ('.', 0))","(('with', 1), (""beauty's"", None), ('treasure', 2), ('', None), ('ere', 1), ('it', 1), ('be', 1), ('self', 1), (""kill'd"", None), ('', None))"
Sonnet VI,4,"That use is not forbidden usury,","('that', 'use', 'is', 'not', 'forbidden', 'usury', ',')","('that', 'use', 'is', 'not', 'forbidden', 'usury', '')","(('that', 1), ('use', 1), ('is', 1), ('not', 1), ('forbidden', 3), ('usury', 3), (',', 0))","(('that', 1), ('use', 1), ('is', 1), ('not', 1), ('forbidden', 3), ('usury', 3), ('', None))"
Sonnet VI,5,Which happies those that pay the willing loan;,"('which', 'happies', 'those', 'that', 'pay', 'the', 'willing', 'loan', ';')","('which', 'happies', 'those', 'that', 'pay', 'the', 'willing', 'loan;')","(('which', 1), ('happies', None), ('those', 1), ('that', 1), ('pay', 1), ('the', 1), ('willing', 2), ('loan', 1), (';', 0))","(('which', 1), ('happies', None), ('those', 1), ('that', 1), ('pay', 1), ('the', 1), ('willing', 2), ('loan;', None))"
Sonnet VI,6,"That's for thyself to breed another thee,","(""that's"", 'for', 'thyself', 'to', 'breed', 'another', 'thee', ',')","(""that's"", 'for', 'thyself', 'to', 'breed', 'another', 'thee', '')","((""that's"", 1), ('for', 1), ('thyself', 2), ('to', 1), ('breed', 1), ('another', 3), ('thee', 1), (',', 0))","((""that's"", 1), ('for', 1), ('thyself', 2), ('to', 1), ('breed', 1), ('another', 3), ('thee', 1), ('', None))"
Sonnet VI,7,"Or ten times happier, be it ten for one;","('or', 'ten', 'times', 'happier', ',', 'be', 'it', 'ten', 'for', 'one', ';')","('or', 'ten', 'times', 'happier', '', 'be', 'it', 'ten', 'for', 'one;')","(('or', 1), ('ten', 1), ('times', 1), ('happier', 3), (',', 0), ('be', 1), ('it', 1), ('ten', 1), ('for', 1), ('one', 1), (';', 0))","(('or', 1), ('ten', 1), ('times', 1), ('happier', 3), ('', None), ('be', 1), ('it', 1), ('ten', 1), ('for', 1), ('one;', None))"
Sonnet VI,8,"Ten times thyself were happier than thou art,","('ten', 'times', 'thyself', 'were', 'happier', 'than', 'thou', 'art', ',')","('ten', 'times', 'thyself', 'were', 'happier', 'than', 'thou', 'art', '')","(('ten', 1), ('times', 1), ('thyself', 2), ('were', 1), ('happier', 3), ('than', 1), ('thou', 1), ('art', 1), (',', 0))","(('ten', 1), ('times', 1), ('thyself', 2), ('were', 1), ('happier', 3), ('than', 1), ('thou', 1), ('art', 1), ('', None))"
Sonnet VI,9,If ten of thine ten times refigured thee:,"('if', 'ten', 'of', 'thine', 'ten', 'times', 'refigured', 'thee', ':')","('if', 'ten', 'of', 'thine', 'ten', 'times', 'refigured', 'thee', '')","(('if', 1), ('ten', 1), ('of', 1), ('thine', 1), ('ten', 1), ('times', 1), ('refigured', None), ('thee', 1), (':', None))","(('if', 1), ('ten', 1), ('of', 1), ('thine', 1), ('ten', 1), ('times', 1), ('refigured', None), ('thee', 1), ('', None))"
Sonnet VI,10,"Then what could death do, if thou shouldst depart,","('then', 'what', 'could', 'death', 'do', ',', 'if', 'thou', 'shouldst', 'depart', ',')","('then', 'what', 'could', 'death', 'do', '', 'if', 'thou', 'shouldst', 'depart', '')","(('then', 1), ('what', 1), ('could', 1), ('death', 1), ('do', 1), (',', 0), ('if', 1), ('thou', 1), ('shouldst', None), ('depart', 2), (',', 0))","(('then', 1), ('what', 1), ('could', 1), ('death', 1), ('do', 1), ('', None), ('if', 1), ('thou', 1), ('shouldst', None), ('depart', 2), ('', None))"
Sonnet VI,11,Leaving thee living in posterity?,"('leaving', 'thee', 'living', 'in', 'posterity', '?')","('leaving', 'thee', 'living', 'in', 'posterity?')","(('leaving', 2), ('thee', 1), ('living', 2), ('in', 1), ('posterity', 4), ('?', None))","(('leaving', 2), ('thee', 1), ('living', 2), ('in', 1), ('posterity?', None))"
Sonnet VI,12,"  Be not self-will'd, for thou art much too fair","('be', 'not', 'self', '-', ""will'd"", ',', 'for', 'thou', 'art', 'much', 'too', 'fair')","('', '', 'be', 'not', 'self', ""will'd"", '', 'for', 'thou', 'art', 'much', 'too', 'fair')","(('be', 1), ('not', 1), ('self', 1), ('-', 0), (""will'd"", None), (',', 0), ('for', 1), ('thou', 1), ('art', 1), ('much', 1), ('too', 1), ('fair', 1))","(('', None), ('', None), ('be', 1), ('not', 1), ('self', 1), (""will'd"", None), ('', None), ('for', 1), ('thou', 1), ('art', 1), ('much', 1), ('too', 1), ('fair', 1))"
Sonnet VI,13,  To be death's conquest and make worms thine heir.,"('to', 'be', ""death's"", 'conquest', 'and', 'make', 'worms', 'thine', 'heir', '.')","('', '', 'to', 'be', ""death's"", 'conquest', 'and', 'make', 'worms', 'thine', 'heir', '')","(('to', 1), ('be', 1), (""death's"", 1), ('conquest', 2), ('and', 1), ('make', 1), ('worms', 1), ('thine', 1), ('heir', 1), ('.', 0))","(('', None), ('', None), ('to', 1), ('be', 1), (""death's"", 1), ('conquest', 2), ('and', 1), ('make', 1), ('worms', 1), ('thine', 1), ('heir', 1), ('', None))"
Sonnet VII,0,Lo! in the orient when the gracious light,"('lo', '!', 'in', 'the', 'orient', 'when', 'the', 'gracious', 'light')","('lo!', 'in', 'the', 'orient', 'when', 'the', 'gracious', 'light')","(('lo', 1), ('!', 0), ('in', 1), ('the', 1), ('orient', 3), ('when', 1), ('the', 1), ('gracious', 2), ('light', 1))","(('lo!', None), ('in', 1), ('the', 1), ('orient', 3), ('when', 1), ('the', 1), ('gracious', 2), ('light', 1))"
Sonnet VII,1,"Lifts up his burning head, each under eye","('lifts', 'up', 'his', 'burning', 'head', ',', 'each', 'under', 'eye')","('lifts', 'up', 'his', 'burning', 'head', '', 'each', 'under', 'eye')","(('lifts', 1), ('up', 1), ('his', 1), ('burning', 2), ('head', 1), (',', 0), ('each', 1), ('under', 2), ('eye', 1))","(('lifts', 1), ('up', 1), ('his', 1), ('burning', 2), ('head', 1), ('', None), ('each', 1), ('under', 2), ('eye', 1))"
Sonnet VII,2,"Doth homage to his new-appearing sight,","('doth', 'homage', 'to', 'his', 'new', '-', 'appearing', 'sight', ',')","('doth', 'homage', 'to', 'his', 'new', 'appearing', 'sight', '')","(('doth', 1), ('homage', 2), ('to', 1), ('his', 1), ('new', 1), ('-', 0), ('appearing', 3), ('sight', 1), (',', 0))","(('doth', 1), ('homage', 2), ('to', 1), ('his', 1), ('new', 1), ('appearing', 3), ('sight', 1), ('', None))"
Sonnet VII,3,Serving with looks his sacred majesty;,"('serving', 'with', 'looks', 'his', 'sacred', 'majesty', ';')","('serving', 'with', 'looks', 'his', 'sacred', 'majesty;')","(('serving', 2), ('with', 1), ('looks', 1), ('his', 1), ('sacred', 2), ('majesty', 3), (';', 0))","(('serving', 2), ('with', 1), ('looks', 1), ('his', 1), ('sacred', 2), ('majesty;', None))"
Sonnet VII,4,"And having climb'd the steep-up heavenly hill,","('and', 'having', ""climb'd"", 'the', 'steep', '-', 'up', 'heavenly', 'hill', ',')","('and', 'having', ""climb'd"", 'the', 'steep', 'up', 'heavenly', 'hill', '')","(('and', 1), ('having', 2), (""climb'd"", None), ('the', 1), ('steep', 1), ('-', 0), ('up', 1), ('heavenly', 3), ('hill', 1), (',', 0))","(('and', 1), ('having', 2), (""climb'd"", None), ('the', 1), ('steep', 1), ('up', 1), ('heavenly', 3), ('hill', 1), ('', None))"
Sonnet VII,5,"Resembling strong youth in his middle age,","('resembling', 'strong', 'youth', 'in', 'his', 'middle', 'age', ',')","('resembling', 'strong', 'youth', 'in', 'his', 'middle', 'age', '')","(('resembling', 4), ('strong', 1), ('youth', 1), ('in', 1), ('his', 1), ('middle', 2), ('age', 1), (',', 0))","(('resembling', 4), ('strong', 1), ('youth', 1), ('in', 1), ('his', 1), ('middle', 2), ('age', 1), ('', None))"
Sonnet VII,6,"yet mortal looks adore his beauty still,","('yet', 'mortal', 'looks', 'adore', 'his', 'beauty', 'still', ',')","('yet', 'mortal', 'looks', 'adore', 'his', 'beauty', 'still', '')","(('yet', 1), ('mortal', 2), ('looks', 1), ('adore', 2), ('his', 1), ('beauty', 2), ('still', 1), (',', 0))","(('yet', 1), ('mortal', 2), ('looks', 1), ('adore', 2), ('his', 1), ('beauty', 2), ('still', 1), ('', None))"
Sonnet VII,7,Attending on his golden pilgrimage;,"('attending', 'on', 'his', 'golden', 'pilgrimage', ';')","('attending', 'on', 'his', 'golden', 'pilgrimage;')","(('attending', 3), ('on', 1), ('his', 1), ('golden', 2), ('pilgrimage', 3), (';', 0))","(('attending', 3), ('on', 1), ('his', 1), ('golden', 2), ('pilgrimage;', None))"
Sonnet VII,8,"But when from highmost pitch, with weary car,","('but', 'when', 'from', 'highmost', 'pitch', ',', 'with', 'weary', 'car', ',')","('but', 'when', 'from', 'highmost', 'pitch', '', 'with', 'weary', 'car', '')","(('but', 1), ('when', 1), ('from', 1), ('highmost', None), ('pitch', 1), (',', 0), ('with', 1), ('weary', 2), ('car', 1), (',', 0))","(('but', 1), ('when', 1), ('from', 1), ('highmost', None), ('pitch', 1), ('', None), ('with', 1), ('weary', 2), ('car', 1), ('', None))"
Sonnet VII,9,"Like feeble age, he reeleth from the day,","('like', 'feeble', 'age', ',', 'he', 'reeleth', 'from', 'the', 'day', ',')","('like', 'feeble', 'age', '', 'he', 'reeleth', 'from', 'the', 'day', '')","(('like', 1), ('feeble', 2), ('age', 1), (',', 0), ('he', 1), ('reeleth', None), ('from', 1), ('the', 1), ('day', 1), (',', 0))","(('like', 1), ('feeble', 2), ('age', 1), ('', None), ('he', 1), ('reeleth', None), ('from', 1), ('the', 1), ('day', 1), ('', None))"
Sonnet VII,10,"The eyes, 'fore duteous, now converted are","('the', 'eyes', ',', ""'fore"", 'duteous', ',', 'now', 'converted', 'are')","('the', 'eyes', '', ""'fore"", 'duteous', '', 'now', 'converted', 'are')","(('the', 1), ('eyes', 1), (',', 0), (""'fore"", None), ('duteous', None), (',', 0), ('now', 1), ('converted', 3), ('are', 1))","(('the', 1), ('eyes', 1), ('', None), (""'fore"", None), ('duteous', None), ('', None), ('now', 1), ('converted', 3), ('are', 1))"
Sonnet VII,11,From his low tract and look another way:,"('from', 'his', 'low', 'tract', 'and', 'look', 'another', 'way', ':')","('from', 'his', 'low', 'tract', 'and', 'look', 'another', 'way', '')","(('from', 1), ('his', 1), ('low', 1), ('tract', 1), ('and', 1), ('look', 1), ('another', 3), ('way', 1), (':', None))","(('from', 1), ('his', 1), ('low', 1), ('tract', 1), ('and', 1), ('look', 1), ('another', 3), ('way', 1), ('', None))"
Sonnet VII,12,"  So thou, thyself out-going in thy noon,","('so', 'thou', ',', 'thyself', 'out', '-', 'going', 'in', 'thy', 'noon', ',')","('', '', 'so', 'thou', '', 'thyself', 'out', 'going', 'in', 'thy', 'noon', '')","(('so', 1), ('thou', 1), (',', 0), ('thyself', 2), ('out', 1), ('-', 0), ('going', 2), ('in', 1), ('thy', 1), ('noon', 1), (',', 0))","(('', None), ('', None), ('so', 1), ('thou', 1), ('', None), ('thyself', 2), ('out', 1), ('going', 2), ('in', 1), ('thy', 1), ('noon', 1), ('', None))"
Sonnet VII,13,"  Unlook'd on diest, unless thou get a son.","(""unlook'd"", 'on', 'diest', ',', 'unless', 'thou', 'get', 'a', 'son', '.')","('', '', ""unlook'd"", 'on', 'diest', '', 'unless', 'thou', 'get', 'a', 'son', '')","((""unlook'd"", None), ('on', 1), ('diest', None), (',', 0), ('unless', 2), ('thou', 1), ('get', 1), ('a', 1), ('son', 1), ('.', 0))","(('', None), ('', None), (""unlook'd"", None), ('on', 1), ('diest', None), ('', None), ('unless', 2), ('thou', 1), ('get', 1), ('a', 1), ('son', 1), ('', None))"
Sonnet VIII,0,"Music to hear, why hear'st thou music sadly?","('music', 'to', 'hear', ',', 'why', ""hear'st"", 'thou', 'music', 'sadly', '?')","('music', 'to', 'hear', '', 'why', ""hear'st"", 'thou', 'music', 'sadly?')","(('music', 2), ('to', 1), ('hear', 1), (',', 0), ('why', 1), (""hear'st"", None), ('thou', 1), ('music', 2), ('sadly', 2), ('?', None))","(('music', 2), ('to', 1), ('hear', 1), ('', None), ('why', 1), (""hear'st"", None), ('thou', 1), ('music', 2), ('sadly?', None))"
