title,line number,line
Sonnet CXXXIX,8,Let me excuse thee: ah! my love well knows
Sonnet CXXXIX,9,"Her pretty looks have been mine enemies,"
Sonnet CXXXIX,10,"And therefore from my face she turns my foes,"
Sonnet CXXXIX,11,That they elsewhere might dart their injuries:
Sonnet CXXXIX,12,"  Yet do not so; but since I am near slain,"
Sonnet CXXXIX,13,  Kill me outright with looks and rid my pain.
Sonnet CXL,0,Be wise as thou art cruel; do not press
Sonnet CXL,1,My tongue-tied patience with too much disdain;
Sonnet CXL,2,Lest sorrow lend me words and words express
Sonnet CXL,3,The manner of my pity-wanting pain.
Sonnet CXL,4,"If I might teach thee wit, better it were,"
Sonnet CXL,5,"Though not to love, yet, love, to tell me so;"
Sonnet CXL,6,"As testy sick men, when their deaths be near,"
Sonnet CXL,7,No news but health from their physicians know;
Sonnet CXL,8,"For if I should despair, I should grow mad,"
Sonnet CXL,9,And in my madness might speak ill of thee:
Sonnet CXL,10,"Now this ill-wresting world is grown so bad,"
Sonnet CXL,11,"Mad slanderers by mad ears believed be,"
Sonnet CXL,12,"  That I may not be so, nor thou belied,"
Sonnet CXL,13,"  Bear thine eyes straight, though thy proud heart go wide."
Sonnet CXLI,0,"In faith, I do not love thee with mine eyes,"
Sonnet CXLI,1,For they in thee a thousand errors note;
Sonnet CXLI,2,"But 'tis my heart that loves what they despise,"
Sonnet CXLI,3,Who in despite of view is pleased to dote;
Sonnet CXLI,4,"Nor are mine ears with thy tongue's tune delighted,"
Sonnet CXLI,5,"Nor tender feeling, to base touches prone,"
Sonnet CXLI,6,"Nor taste, nor smell, desire to be invited"
Sonnet CXLI,7,To any sensual feast with thee alone:
Sonnet CXLI,8,But my five wits nor my five senses can
Sonnet CXLI,9,"Dissuade one foolish heart from serving thee,"
Sonnet CXLI,10,"Who leaves unsway'd the likeness of a man,"
Sonnet CXLI,11,Thy proud hearts slave and vassal wretch to be:
Sonnet CXLI,12,"  Only my plague thus far I count my gain,"
Sonnet CXLI,13,  That she that makes me sin awards me pain.
Sonnet CXLII,0,"Love is my sin and thy dear virtue hate,"
Sonnet CXLII,1,"Hate of my sin, grounded on sinful loving:"
Sonnet CXLII,2,"O, but with mine compare thou thine own state,"
Sonnet CXLII,3,And thou shalt find it merits not reproving;
Sonnet CXLII,4,"Or, if it do, not from those lips of thine,"
Sonnet CXLII,5,That have profaned their scarlet ornaments
Sonnet CXLII,6,"And seal'd false bonds of love as oft as mine,"
Sonnet CXLII,7,Robb'd others' beds' revenues of their rents.
Sonnet CXLII,8,"Be it lawful I love thee, as thou lovest those"
Sonnet CXLII,9,Whom thine eyes woo as mine importune thee:
Sonnet CXLII,10,"Root pity in thy heart, that when it grows"
Sonnet CXLII,11,Thy pity may deserve to pitied be.
Sonnet CXLII,12,"  If thou dost seek to have what thou dost hide,"
Sonnet CXLII,13,  By self-example mayst thou be denied!
Sonnet CXLIII,0,Lo! as a careful housewife runs to catch
Sonnet CXLIII,1,"One of her feather'd creatures broke away,"
Sonnet CXLIII,2,Sets down her babe and makes an swift dispatch
Sonnet CXLIII,3,"In pursuit of the thing she would have stay,"
Sonnet CXLIII,4,"Whilst her neglected child holds her in chase,"
Sonnet CXLIII,5,Cries to catch her whose busy care is bent
Sonnet CXLIII,6,"To follow that which flies before her face,"
Sonnet CXLIII,7,Not prizing her poor infant's discontent;
Sonnet CXLIII,8,"So runn'st thou after that which flies from thee,"
Sonnet CXLIII,9,Whilst I thy babe chase thee afar behind;
Sonnet CXLIII,10,"But if thou catch thy hope, turn back to me,"
Sonnet CXLIII,11,"And play the mother's part, kiss me, be kind:"
Sonnet CXLIII,12,"  So will I pray that thou mayst have thy 'Will,'"
Sonnet CXLIII,13,"  If thou turn back, and my loud crying still."
Sonnet CXLIV,0,"Two loves I have of comfort and despair,"
Sonnet CXLIV,1,Which like two spirits do suggest me still:
Sonnet CXLIV,2,"The better angel is a man right fair,"
Sonnet CXLIV,3,The worser spirit a woman colour'd ill.
Sonnet CXLIV,4,"To win me soon to hell, my female evil"
Sonnet CXLIV,5,"Tempteth my better angel from my side,"
Sonnet CXLIV,6,"And would corrupt my saint to be a devil,"
Sonnet CXLIV,7,Wooing his purity with her foul pride.
Sonnet CXLIV,8,And whether that my angel be turn'd fiend
Sonnet CXLIV,9,"Suspect I may, but not directly tell;"
Sonnet CXLIV,10,"But being both from me, both to each friend,"
Sonnet CXLIV,11,I guess one angel in another's hell:
Sonnet CXLIV,12,"  Yet this shall I ne'er know, but live in doubt,"
Sonnet CXLIV,13,  Till my bad angel fire my good one out.
Sonnet CXLV,0,Those lips that Love's own hand did make
Sonnet CXLV,1,Breathed forth the sound that said 'I hate'
Sonnet CXLV,2,To me that languish'd for her sake;
Sonnet CXLV,3,"But when she saw my woeful state,"
Sonnet CXLV,4,"Straight in her heart did mercy come,"
Sonnet CXLV,5,Chiding that tongue that ever sweet
Sonnet CXLV,6,"Was used in giving gentle doom,"
Sonnet CXLV,7,And taught it thus anew to greet:
Sonnet CXLV,8,"'I hate' she alter'd with an end,"
Sonnet CXLV,9,That follow'd it as gentle day
Sonnet CXLV,10,"Doth follow night, who like a fiend"
Sonnet CXLV,11,From heaven to hell is flown away;
Sonnet CXLV,12,"  'I hate' from hate away she threw,"
Sonnet CXLV,13,"  And saved my life, saying 'not you.'"
Sonnet CXLVI,0,"Poor soul, the centre of my sinful earth,"
Sonnet CXLVI,1,[         ] these rebel powers that thee array;
Sonnet CXLVI,2,"Why dost thou pine within and suffer dearth,"
Sonnet CXLVI,3,Painting thy outward walls so costly gay?
Sonnet CXLVI,4,"Why so large cost, having so short a lease,"
Sonnet CXLVI,5,Dost thou upon thy fading mansion spend?
Sonnet CXLVI,6,"Shall worms, inheritors of this excess,"
Sonnet CXLVI,7,Eat up thy charge? is this thy body's end?
Sonnet CXLVI,8,"Then soul, live thou upon thy servant's loss,"
Sonnet CXLVI,9,And let that pine to aggravate thy store;
Sonnet CXLVI,10,Buy terms divine in selling hours of dross;
Sonnet CXLVI,11,"Within be fed, without be rich no more:"
Sonnet CXLVI,12,"  So shalt thou feed on Death, that feeds on men,"
Sonnet CXLVI,13,"  And Death once dead, there's no more dying then."
Sonnet CXLVII,0,"My love is as a fever, longing still"
Sonnet CXLVII,1,"For that which longer nurseth the disease,"
Sonnet CXLVII,2,"Feeding on that which doth preserve the ill,"
Sonnet CXLVII,3,The uncertain sickly appetite to please.
Sonnet CXLVII,4,"My reason, the physician to my love,"
Sonnet CXLVII,5,"Angry that his prescriptions are not kept,"
Sonnet CXLVII,6,"Hath left me, and I desperate now approve"
Sonnet CXLVII,7,"Desire is death, which physic did except."
Sonnet CXLVII,8,"Past cure I am, now reason is past care,"
Sonnet CXLVII,9,And frantic-mad with evermore unrest;
Sonnet CXLVII,10,"My thoughts and my discourse as madmen's are,"
Sonnet CXLVII,11,At random from the truth vainly express'd;
Sonnet CXLVII,12,"  For I have sworn thee fair and thought thee bright,"
Sonnet CXLVII,13,"  Who art as black as hell, as dark as night."
Sonnet CXLVIII,0,"O me, what eyes hath Love put in my head,"
Sonnet CXLVIII,1,Which have no correspondence with true sight!
Sonnet CXLVIII,2,"Or, if they have, where is my judgment fled,"
Sonnet CXLVIII,3,That censures falsely what they see aright?
Sonnet CXLVIII,4,"If that be fair whereon my false eyes dote,"
Sonnet CXLVIII,5,What means the world to say it is not so?
Sonnet CXLVIII,6,"If it be not, then love doth well denote"
Sonnet CXLVIII,7,Love's eye is not so true as all men's 'No.'
Sonnet CXLVIII,8,"How can it? O, how can Love's eye be true,"
Sonnet CXLVIII,9,That is so vex'd with watching and with tears?
Sonnet CXLVIII,10,"No marvel then, though I mistake my view;"
Sonnet CXLVIII,11,The sun itself sees not till heaven clears.
Sonnet CXLVIII,12,"  O cunning Love! with tears thou keep'st me blind,"
Sonnet CXLVIII,13,  Lest eyes well-seeing thy foul faults should find.
Sonnet CXLIX,0,"Canst thou, O cruel! say I love thee not,"
Sonnet CXLIX,1,When I against myself with thee partake?
Sonnet CXLIX,2,"Do I not think on thee, when I forgot"
Sonnet CXLIX,3,"Am of myself, all tyrant, for thy sake?"
Sonnet CXLIX,4,Who hateth thee that I do call my friend?
Sonnet CXLIX,5,On whom frown'st thou that I do fawn upon?
Sonnet CXLIX,6,"Nay, if thou lour'st on me, do I not spend"
Sonnet CXLIX,7,Revenge upon myself with present moan?
Sonnet CXLIX,8,"What merit do I in myself respect,"
Sonnet CXLIX,9,"That is so proud thy service to despise,"
Sonnet CXLIX,10,"When all my best doth worship thy defect,"
Sonnet CXLIX,11,Commanded by the motion of thine eyes?
Sonnet CXLIX,12,"  But, love, hate on, for now I know thy mind;"
Sonnet CXLIX,13,"  Those that can see thou lovest, and I am blind."
Sonnet CL,0,"O, from what power hast thou this powerful might"
Sonnet CL,1,With insufficiency my heart to sway?
Sonnet CL,2,"To make me give the lie to my true sight,"
Sonnet CL,3,And swear that brightness doth not grace the day?
Sonnet CL,4,"Whence hast thou this becoming of things ill,"
Sonnet CL,5,That in the very refuse of thy deeds
Sonnet CL,6,There is such strength and warrantize of skill
Sonnet CL,7,"That, in my mind, thy worst all best exceeds?"
Sonnet CL,8,Who taught thee how to make me love thee more
Sonnet CL,9,The more I hear and see just cause of hate?
Sonnet CL,10,"O, though I love what others do abhor,"
Sonnet CL,11,With others thou shouldst not abhor my state:
Sonnet CL,12,"  If thy unworthiness raised love in me,"
Sonnet CL,13,  More worthy I to be beloved of thee.
Sonnet CLI,0,Love is too young to know what conscience is;
Sonnet CLI,1,Yet who knows not conscience is born of love?
Sonnet CLI,2,"Then, gentle cheater, urge not my amiss,"
Sonnet CLI,3,Lest guilty of my faults thy sweet self prove:
Sonnet CLI,4,"For, thou betraying me, I do betray"
Sonnet CLI,5,My nobler part to my gross body's treason;
Sonnet CLI,6,My soul doth tell my body that he may
Sonnet CLI,7,Triumph in love; flesh stays no father reason;
Sonnet CLI,8,"But, rising at thy name, doth point out thee"
Sonnet CLI,9,"As his triumphant prize. Proud of this pride,"
Sonnet CLI,10,"He is contented thy poor drudge to be,"
Sonnet CLI,11,"To stand in thy affairs, fall by thy side."
Sonnet CLI,12,  No want of conscience hold it that I call
Sonnet CLI,13,  Her 'love' for whose dear love I rise and fall.
Sonnet CLII,0,"In loving thee thou know'st I am forsworn,"
Sonnet CLII,1,"But thou art twice forsworn, to me love swearing,"
Sonnet CLII,2,"In act thy bed-vow broke and new faith torn,"
Sonnet CLII,3,In vowing new hate after new love bearing.
Sonnet CLII,4,"But why of two oaths' breach do I accuse thee,"
Sonnet CLII,5,When I break twenty? I am perjured most;
Sonnet CLII,6,For all my vows are oaths but to misuse thee
Sonnet CLII,7,"And all my honest faith in thee is lost,"
Sonnet CLII,8,"For I have sworn deep oaths of thy deep kindness,"
Sonnet CLII,9,"Oaths of thy love, thy truth, thy constancy,"
Sonnet CLII,10,"And, to enlighten thee, gave eyes to blindness,"
Sonnet CLII,11,Or made them swear against the thing they see;
Sonnet CLII,12,"  For I have sworn thee fair; more perjured I,"
Sonnet CLII,13,  To swear against the truth so foul a lie!
Sonnet CLIII,0,"Cupid laid by his brand, and fell asleep:"
Sonnet CLIII,1,"A maid of Dian's this advantage found,"
Sonnet CLIII,2,And his love-kindling fire did quickly steep
Sonnet CLIII,3,In a cold valley-fountain of that ground;
Sonnet CLIII,4,Which borrow'd from this holy fire of Love
Sonnet CLIII,5,"A dateless lively heat, still to endure,"
Sonnet CLIII,6,"And grew a seething bath, which yet men prove"
Sonnet CLIII,7,Against strange maladies a sovereign cure.
Sonnet CLIII,8,"But at my mistress' eye Love's brand new-fired,"
Sonnet CLIII,9,The boy for trial needs would touch my breast;
Sonnet CLIII,10,"I, sick withal, the help of bath desired,"
Sonnet CLIII,11,"And thither hied, a sad distemper'd guest,"
Sonnet CLIII,12,  But found no cure: the bath for my help lies
Sonnet CLIII,13,  Where Cupid got new fire--my mistress' eyes.
Sonnet CLIV,0,The little Love-god lying once asleep
Sonnet CLIV,1,"Laid by his side his heart-inflaming brand,"
Sonnet CLIV,2,Whilst many nymphs that vow'd chaste life to keep
Sonnet CLIV,3,Came tripping by; but in her maiden hand
Sonnet CLIV,4,The fairest votary took up that fire
Sonnet CLIV,5,Which many legions of true hearts had warm'd;
Sonnet CLIV,6,And so the general of hot desire
Sonnet CLIV,7,Was sleeping by a virgin hand disarm'd.
Sonnet CLIV,8,"This brand she quenched in a cool well by,"
Sonnet CLIV,9,"Which from Love's fire took heat perpetual,"
Sonnet CLIV,10,Growing a bath and healthful remedy
Sonnet CLIV,11,"For men diseased; but I, my mistress' thrall,"
Sonnet CLIV,12,"  Came there for cure, and this by that I prove,"
Sonnet CLIV,13,"  Love's fire heats water, water cools not love."
